region,district,hospital_name,outside_branches,land_area_built,vacant_land_area,building_count,floors,wall_material,wall_condition,roof_material,roof_condition,window_condition,floor_condition,door_condition,toilet_water_supply,electricity_supply,has_generator,has_solar_panels,internal_electric_condition,lighting_condition,heating_source,heating_condition,has_water,drinking_water_source,has_fence,internet_type,fire_safety,has_cctv,has_transport_nearby,recent_repairs,earthquake_safe,restroom_location,restroom_water_condition,restroom_has_sewage,restroom_doors,restroom_handwash_available,restroom_sewage_issues,restroom_water_issues,restroom_light_safe,is_warm_in_winter,has_water_pipeline,satisfaction,total_staff,medical_staff,bed_capacity,age_score,population_score,infrastructure_score,resources_score,latitude,longitude,need_category,predicted_need_Category
Samarkand,Kattakurgan city,Hospital_161,0.0,0.5,0.3,0.6,0.6,0.8,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,1.0,0.4,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.03824913094085283,0.010032907828410861,0.010032907828410861,0.8,0.02,0.69,0.57,39.89889,66.25611,RED,RED
Samarkand,Bulungur district,Hospital_162,0.0,1.0,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8,1.0,0.6,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000813807801000934,0.0007016642731842044,0.0007016642731842044,0.8,0.0,0.7,0.86,39.7573054,67.27287,RED,RED
Samarkand,Jomboy district,Hospital_163,0.0,1.0,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005144111453986439,0.0011187297324835815,0.0011187297324835815,1.0,0.0,0.73,0.87,39.69889,67.09333,RED,RED
Samarkand,Narpay district,Hospital_164,0.0,0.3,0.3,0.6,0.3,0.3,0.4,0.8,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.6,0.3,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.4,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.042444807778319084,0.12166680820699004,0.12166680820699004,0.4,0.1,0.43,0.43,39.9223,65.925,RED,RED
Samarkand,Oqdaryo district,Hospital_165,0.0,0.5,0.7,0.3,0.3,1.0,0.4,0.8,0.5,0.5,0.5,0.1,0.0,0.5,0.0,0.0,1.0,0.3,1.0,1.0,1.0,0.7,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.4,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.04507840270968981,0.0,0.0,0.4,0.02,0.47,0.55,39.9092,67.0916,RED,RED
Samarkand,Kattakurgan district,Hospital_166,0.0,1.0,0.3,0.6,0.3,0.8,1.0,0.8,0.5,0.5,0.3,0.5,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.4,0.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.042551005823616705,0.0,0.0,0.4,0.01,0.53,0.59,39.89716,66.27242,RED,RED
Samarkand,Qushrabat district,Hospital_167,0.0,0.3,0.3,0.6,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6,0.6,1.0,1.0,0.0,1.0,1.0,1.0,0.4,1.0,0.05046894148791596,0.0,0.0,1.0,0.02,0.71,0.74,40.3333,66.5,YELLOW,YELLOW
Samarkand,Nurabad district,Hospital_168,0.6,0.3,0.3,0.3,0.3,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.6,0.7,1.0,0.0,0.4,0.0,0.6,1.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.08832738389599815,0.02343851175003813,0.02343851175003813,0.2,0.05,0.64,0.45,39.6100912,66.29622,RED,RED
Samarkand,Payarik district,Hospital_170,0.0,1.0,0.3,0.3,0.6,0.8,0.4,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.6,1.0,0.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.7,0.5,1.0,0.4,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,8.963901783114775e-05,3.7618054814496928e-06,3.7618054814496928e-06,1.0,0.0,0.64,0.53,39.98917,66.84583,RED,RED
Samarkand,Pastargom district,Hospital_173,0.0,1.0,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.6,0.6,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.038681791712300496,0.0,0.0,1.0,0.01,0.63,0.68,39.65,67.2,RED,RED
Samarkand,Taylak district,Hospital_174,0.0,1.0,0.3,0.6,0.3,0.3,1.0,0.8,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.001554546447131501,0.0,0.0,0.2,0.0,0.57,0.51,39.6575,67.2353,RED,RED
Samarkand,Samarkand district,Hospital_175,0.0,0.3,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.8,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.19501756206958876,0.12166680820699004,0.12166680820699004,1.0,0.15,0.73,0.89,39.65417,66.95972,GREEN,GREEN
Samarkand,Ishtihan district,Hospital_176,0.0,0.5,1.0,0.6,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.07117962520991467,0.12166680820699004,0.12166680820699004,1.0,0.1,0.81,0.83,39.8371,66.4843,GREEN,GREEN
Samarkand,Kattakurgan city,Hospital_177,0.0,0.5,0.3,0.3,0.6,0.8,0.4,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.6,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.4,0.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.00578822182994495,0.003363821259580948,0.003363821259580948,1.0,0.0,0.56,0.54,39.89889,66.25611,RED,RED
Samarkand,Bulungur district,Hospital_178,0.0,0.5,0.3,1.0,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08314690514657695,0.12166680820699004,0.12166680820699004,0.8,0.11,0.8,0.9,39.7573054,67.27287,GREEN,GREEN
Samarkand,Jomboy district,Hospital_179,0.0,0.3,0.3,0.3,0.6,0.8,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.8,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.06052097790454044,0.026699189430145875,0.026699189430145875,0.8,0.04,0.63,0.84,39.69889,67.09333,RED,RED
Samarkand,Narpay district,Hospital_180,0.0,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.15756045972801233,0.05049628782346786,0.05049628782346786,0.2,0.09,0.36,0.78,39.9223,65.925,RED,RED
Samarkand,Oqdaryo district,Hospital_181,0.0,0.5,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.7,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0285689145999636,0.0,0.0,1.0,0.01,0.77,0.7,39.9092,67.0916,YELLOW,YELLOW
Samarkand,Kattakurgan district,Hospital_182,0.0,0.3,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.4,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08991177767619216,0.12166680820699004,0.12166680820699004,1.0,0.11,0.73,0.84,39.89716,66.27242,GREEN,GREEN
Samarkand,Qushrabat district,Hospital_183,0.0,0.5,1.0,0.3,0.3,0.8,0.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.04619367581525278,0.01672961485186863,0.01672961485186863,1.0,0.03,0.63,0.94,40.3333,66.5,RED,RED
Samarkand,Nurabad district,Hospital_184,0.0,1.0,0.3,0.3,0.3,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.054946252078839235,0.12166680820699004,0.12166680820699004,1.0,0.1,0.7,0.86,39.6100912,66.29622,YELLOW,YELLOW
Samarkand,Samarkand city,Hospital_185,0.0,0.3,1.0,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.7,0.5,0.6,0.7,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4,0.6,1.0,1.0,0.0,0.0,1.0,1.0,0.4,1.0,9.373068772494025e-05,7.001687350486551e-06,7.001687350486551e-06,1.0,0.0,0.73,0.67,39.65417,66.95972,RED,RED
Samarkand,Payarik district,Hospital_186,0.0,1.0,0.3,1.0,0.3,0.8,0.0,1.0,0.1,0.1,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.6,1.0,0.0,1.0,0.7,0.5,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.038681791712300496,0.0,0.0,0.8,0.01,0.41,0.36,39.98917,66.84583,RED,RED
Samarkand,Paxtachi district,Hospital_188,0.0,1.0,0.3,0.3,0.3,0.8,0.0,0.8,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.00038071339199492813,5.929402510223889e-05,5.929402510223889e-05,0.2,0.0,0.27,0.13,39.9167,66.0,RED,RED
Samarkand,Pastargom district,Hospital_189,0.0,0.5,0.3,0.3,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.00014609087201815772,0.0,0.0,1.0,0.0,0.76,0.87,39.65,67.2,RED,RED
Samarkand,Taylak district,Hospital_190,0.0,0.5,0.3,0.3,0.3,0.8,0.4,1.0,1.0,0.5,0.1,0.5,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.4,0.6,0.6,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.043767138071584825,0.0,0.0,0.8,0.01,0.53,0.66,39.6575,67.2353,RED,RED
Samarkand,Ishtihan district,Hospital_192,0.0,0.3,0.3,0.3,0.6,0.8,1.0,0.8,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.6,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.04111122347493331,0.011328324046365454,0.011328324046365454,1.0,0.02,0.61,0.79,39.8371,66.4843,RED,RED
Samarkand,Bulungur district,Hospital_194,0.0,0.5,0.3,0.3,0.3,0.8,0.4,0.8,1.0,1.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.6,1.0,0.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.4,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.00024170748031088907,4.1682244939769156e-05,4.1682244939769156e-05,0.8,0.0,0.63,0.57,39.7573054,67.27287,RED,RED
Samarkand,Narpay district,Hospital_196,0.0,1.0,0.3,0.3,0.6,0.8,0.4,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.6,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.7,0.5,1.0,0.4,0.6,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.5,0.14513753768536178,0.12166680820699004,0.12166680820699004,0.8,0.13,0.63,0.46,39.9223,65.925,RED,RED
Samarkand,Oqdaryo district,Hospital_197,0.0,0.3,0.7,0.6,0.3,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.4,0.6,0.6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05046894148791596,0.0,0.0,0.2,0.02,0.65,0.76,39.9092,67.0916,RED,RED
Samarkand,Kattakurgan district,Hospital_198,0.0,1.0,0.7,0.3,0.3,0.8,0.4,0.8,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.3,1.0,0.0,1.0,1.0,1.0,0.6,0.5,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0011317051203780814,0.0025263547921302774,0.0025263547921302774,0.2,0.0,0.47,0.71,39.89716,66.27242,RED,RED
Samarkand,Qushrabat district,Hospital_199,0.0,0.5,0.3,0.6,0.6,1.0,0.4,0.8,0.1,0.1,0.1,0.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.8,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.00018543270793726873,0.0,0.0,0.2,0.0,0.38,0.77,40.3333,66.5,RED,RED
Samarkand,Nurabad district,Hospital_200,0.0,1.0,0.3,1.0,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.5,1.0,0.0,0.5,1.0,0.4,1.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.06592677994655828,0.013008031609321492,0.013008031609321492,0.8,0.03,0.78,0.68,39.6100912,66.29622,RED,RED
Samarkand,Payarik district,Hospital_202,0.0,0.5,0.3,0.6,0.6,1.0,0.4,0.8,0.5,0.1,0.5,0.1,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.8,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0285689145999636,0.12166680820699004,0.12166680820699004,0.2,0.09,0.44,0.77,39.98917,66.84583,RED,RED
Samarkand,Urgut district,Hospital_203,0.0,0.3,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7,1.0,0.5,1.0,0.5,0.6,1.0,1.0,0.0,0.7,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.12914434397958985,0.12166680820699004,0.12166680820699004,1.0,0.12,0.73,0.77,39.4022,67.2431,YELLOW,YELLOW
Samarkand,Paxtachi district,Hospital_204,0.0,0.5,0.7,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04800737041436363,0.003929897753391456,0.003929897753391456,0.8,0.02,0.76,0.88,39.9167,66.0,GREEN,GREEN
Samarkand,Samarkand district,Hospital_207,0.0,0.5,0.3,0.6,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00033996442879208035,7.940651609796356e-05,7.940651609796356e-05,0.8,0.0,0.71,0.87,39.65417,66.95972,RED,RED
Samarkand,Ishtihan district,Hospital_208,0.0,0.5,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08543446708526886,0.12166680820699004,0.12166680820699004,0.8,0.11,0.73,0.89,39.8371,66.4843,GREEN,GREEN
Samarkand,Kattakurgan city,Hospital_209,0.0,0.5,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.7,0.5,0.4,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.025935319668592867,0.0,0.0,0.8,0.01,0.61,0.52,39.89889,66.25611,RED,RED
Samarkand,Bulungur district,Hospital_210,0.0,0.3,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04159262234769788,0.0,0.0,1.0,0.01,0.69,0.95,39.7573054,67.27287,YELLOW,YELLOW
Samarkand,Jomboy district,Hospital_211,0.0,1.0,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9516169876311799,1.0,1.0,1.0,0.98,0.73,0.73,39.69889,67.09333,YELLOW,YELLOW
Samarkand,Narpay district,Hospital_212,0.0,0.5,0.3,0.3,0.6,0.8,1.0,0.8,1.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.4,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.06195960071180178,0.07117052038352219,0.07117052038352219,0.8,0.07,0.64,0.76,39.9223,65.925,RED,RED
Samarkand,Oqdaryo district,Hospital_213,0.0,1.0,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.7,1.0,0.0,0.7,1.0,1.0,1.0,1.0,0.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03806850243688714,0.12166680820699004,0.12166680820699004,1.0,0.09,0.78,0.77,39.9092,67.0916,YELLOW,YELLOW
Samarkand,Kattakurgan district,Hospital_214,0.0,0.5,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.033706922767788895,0.006884337293425611,0.006884337293425611,0.8,0.02,0.69,0.77,39.89716,66.27242,YELLOW,YELLOW
Samarkand,Qushrabat district,Hospital_215,0.0,0.3,1.0,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.4,1.0,0.04818137954922404,0.0,0.0,1.0,0.02,0.7,0.75,40.3333,66.5,YELLOW,YELLOW
Samarkand,Payarik district,Hospital_218,1.0,0.5,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.5,1.0,1.0,0.7,1.0,0.4,1.0,0.6,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00036993347390181733,0.0,0.0,0.8,0.0,0.78,0.85,39.98917,66.84583,RED,RED
Samarkand,Urgut district,Hospital_219,0.0,1.0,0.7,0.3,0.6,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.060013051333901314,0.01672961485186863,0.01672961485186863,0.8,0.03,0.8,0.82,39.4022,67.2431,GREEN,GREEN
Samarkand,Paxtachi district,Hospital_220,0.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,1.0,1.0,0.7,1.0,1.0,0.7,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07751653142096962,0.0,0.0,0.8,0.03,0.88,0.87,39.9167,66.0,GREEN,GREEN
